Loan_ID,Customer_ID,Loan_Type,Customer_Age,Gender,Employment_Type,Annual_Income,Credit_Score,Region,Loan_Amount,Interest_Rate,Tenure_Months,Loan_Start_Date,Loan_End_Date,Monthly_EMI,Payments_Made,Payments_Missed,Days_Past_Due,Outstanding_Principal,Total_Interest_Paid,Payment_Status,Default_Flag,Collateral,Debt_to_Income,Loan_to_Income,Risk_Category,Origination_Channel,Customer_Segment,Prepayment_Eligible,Prepayment_Charge
LN006191,CUST04447,Auto,34,Female,Salaried,867601,682,Ahmedabad,638565,8.78,48,2025-02-25,2029-02-25 00:00:00,15824.45,17,0,0,437472.08,67922.8,Current,0,Yes,0.2136,0.736,Medium,Digital,Mass Affluent,Yes,2
LN006192,CUST00206,Auto,32,Male,Salaried,758472,701,Jaipur,1643533,12.14,60,2023-06-03,2028-06-02 06:00:00,36672.94,38,0,0,720103.5,470142.29,Current,0,Yes,0.6059,2.1669,High,Digital,Mass Market,Yes,2
LN006193,CUST05718,Education,35,Female,Salaried,453571,700,Ahmedabad,732399,8.31,36,2025-12-16,2028-12-15 18:00:00,23053.99,8,0,0,584984.74,37017.68,Current,0,No,0.6152,1.6147,High,Branch,Mass Market,Yes,1
LN006194,CUST05495,Business,39,Male,Self-Employed,1480781,661,Chennai,4755660,13.83,36,2023-02-16,2026-02-15 18:00:00,162153.11,36,0,0,0.0,1081851.91,Current,0,Yes,0.75,3.2116,High,Branch,Mass Affluent,Yes,2
LN006195,CUST02850,Auto,48,Female,Salaried,1575796,692,Jaipur,1018959,8.97,36,2023-04-14,2026-04-13 18:00:00,32389.51,36,0,0,0.0,147063.44,Current,0,Yes,0.3071,0.6466,Medium,Partner,Affluent,No,0
LN006196,CUST03595,Personal,60,Female,Business Owner,688110,605,Bengaluru,741469,14.48,60,2023-08-22,2028-08-21 06:00:00,17436.02,36,1,0,361459.5,247687.29,Current,0,No,0.281,1.0775,High,Branch,Mass Market,Yes,3
LN006197,CUST00977,Personal,25,Female,Professional,869737,747,Bengaluru,156529,15.77,48,2023-06-15,2027-06-15 00:00:00,4417.72,38,0,0,41144.94,52489.48,Current,0,No,0.1205,0.18,Low,Digital,Mass Affluent,Yes,3
LN006198,CUST00980,Business,25,Male,Salaried,1991218,706,Chennai,1567959,13.65,48,2025-06-10,2029-06-10 00:00:00,42570.05,14,0,0,1194825.94,222847.62,Current,0,Yes,0.2759,0.7874,Medium,Branch,Affluent,Yes,1
LN006199,CUST06437,Personal,26,Male,Self-Employed,868261,633,Jaipur,766593,10.08,24,2026-04-23,2028-04-22 12:00:00,35403.6,3,0,0,678973.19,18591.0,Current,0,No,0.5515,0.8829,High,Branch,Mass Affluent,Yes,2
LN006200,CUST04716,Personal,43,Male,Salaried,338809,679,Ahmedabad,584497,16.12,36,2025-03-12,2028-03-11 18:00:00,20582.53,17,0,0,343143.08,108549.13,Current,0,No,0.6999,1.7252,High,Direct Sales,Mass Market,Yes,1
LN006201,CUST04318,Auto,23,Male,Self-Employed,663594,593,Chennai,715960,10.74,48,2024-12-20,2028-12-20 00:00:00,18412.44,20,0,0,454263.27,106552.13,Current,0,Yes,0.3121,1.0789,High,Direct Sales,Mass Market,Yes,2
LN006202,CUST03364,Home,57,Male,Salaried,550636,648,Bengaluru,6214037,7.74,180,2025-01-17,2040-01-17 18:00:00,58459.26,19,0,0,5843913.48,740602.4,Current,0,Yes,0.75,11.2852,High,Digital,Mass Market,Yes,2
LN006203,CUST02870,Business,53,Female,Business Owner,525556,617,Delhi NCR,3874786,11.51,24,2025-12-16,2027-12-16 12:00:00,181509.58,8,0,0,2680456.02,257746.66,Current,0,Yes,0.75,7.3727,High,Digital,Mass Market,Yes,1
LN006204,CUST05335,Auto,41,Female,Salaried,804174,837,Mumbai,1248840,9.1,60,2024-04-15,2029-04-15 06:00:00,25984.05,28,0,0,735836.12,214549.38,Current,0,Yes,0.3786,1.5529,Medium,Partner,Mass Affluent,Yes,0
LN006205,CUST02553,Personal,40,Male,Business Owner,515946,726,Chennai,608974,10.88,48,2024-05-12,2028-05-12 00:00:00,15704.58,27,0,0,299064.78,114114.37,Current,0,No,0.4467,1.1803,Medium,Partner,Mass Market,No,0
LN006206,CUST03955,Business,21,Female,Business Owner,970321,713,Delhi NCR,1761009,11.25,24,2023-04-19,2025-04-18 12:00:00,82278.33,24,0,0,0.0,213670.98,Current,0,Yes,0.75,1.8149,High,Partner,Mass Affluent,Yes,2
LN006207,CUST06452,Personal,59,Male,Salaried,481424,660,Bengaluru,534791,15.96,60,2026-03-05,2031-03-05 06:00:00,12993.76,5,0,0,504593.5,34771.27,Current,0,No,0.3228,1.1109,Medium,Partner,Mass Market,Yes,2
LN006208,CUST03214,Personal,37,Male,Salaried,383669,727,Jaipur,629817,10.96,48,2023-11-25,2027-11-25 00:00:00,16266.79,32,0,0,241118.28,131838.69,Current,0,No,0.4685,1.6416,Medium,Branch,Mass Market,Yes,3
LN006209,CUST02085,Home,49,Female,Business Owner,1194724,720,Chennai,6966684,8.83,180,2025-07-10,2040-07-09 18:00:00,69941.04,13,0,0,6712538.82,655088.38,Current,0,Yes,0.7349,5.8312,High,Partner,Mass Affluent,Yes,2
LN006210,CUST02398,Personal,28,Female,Salaried,570544,754,Hyderabad,442690,14.61,72,2026-03-06,2032-03-05 12:00:00,9266.98,5,0,0,422824.45,26469.34,Current,0,No,0.1729,0.7759,Low,Partner,Mass Market,Yes,1
LN006211,CUST04319,Home,46,Male,Professional,953063,685,Chennai,2016008,9.53,180,2024-05-01,2039-05-01 18:00:00,21089.28,27,0,15,1863784.04,417186.66,Current,0,Yes,0.2563,2.1153,Medium,Branch,Mass Affluent,Yes,0
LN006212,CUST03650,Personal,48,Female,Professional,413654,678,Chennai,701486,16.2,72,2026-05-20,2032-05-19 12:00:00,15292.04,3,0,0,683774.87,28164.98,Current,0,No,0.4878,1.6958,Medium,Branch,Mass Market,Yes,1
LN006213,CUST03350,Home,54,Female,Self-Employed,595361,676,Bengaluru,3458668,10.4,240,2025-12-16,2045-12-16 00:00:00,34294.2,8,0,0,3423003.67,238689.29,Current,0,Yes,0.6642,5.8094,High,Digital,Mass Market,Yes,2
LN006214,CUST06102,Personal,46,Male,Salaried,888747,697,Chennai,285166,13.49,48,2026-05-25,2030-05-25 00:00:00,7720.52,2,0,0,276088.0,6363.03,Current,0,No,0.1001,0.3209,Medium,Branch,Mass Affluent,Yes,2
LN006215,CUST02041,Education,33,Male,Salaried,448141,720,Delhi NCR,380005,11.14,48,2026-02-23,2030-02-23 00:00:00,9846.85,5,0,0,347813.57,17042.84,Current,0,No,0.2237,0.848,Medium,Branch,Mass Market,Yes,3
LN006216,CUST04611,Education,57,Female,Business Owner,810635,783,Jaipur,163144,9.12,120,2024-02-06,2034-02-05 12:00:00,2077.54,30,0,0,135052.24,34234.35,Current,0,No,0.05,0.2013,Low,Digital,Mass Affluent,Yes,1
LN006217,CUST00235,Personal,33,Female,Salaried,1153461,779,Pune,558461,12.5,24,2026-02-14,2028-02-14 12:00:00,26420.53,6,0,0,431589.68,31651.85,Current,0,No,0.2102,0.4842,Low,Digital,Mass Affluent,Yes,0
LN006218,CUST02398,Home,58,Male,Salaried,771305,700,Bengaluru,3333307,7.81,120,2024-07-10,2034-07-10 12:00:00,40113.8,25,0,0,2835212.4,504750.35,Current,0,Yes,0.5508,4.3216,High,Partner,Mass Market,Yes,2
LN006219,CUST04528,Home,45,Male,Salaried,502017,848,Chennai,5027270,9.52,240,2026-06-15,2046-06-15 00:00:00,46927.28,2,0,0,5013127.75,79712.31,Current,0,Yes,0.75,10.0141,High,Digital,Mass Market,Yes,2
LN006220,CUST01707,Personal,43,Female,Professional,482798,738,Pune,169947,11.39,24,2024-05-09,2026-05-09 12:00:00,7952.01,24,0,0,0.0,20901.15,Current,0,No,0.1598,0.352,Medium,Direct Sales,Mass Market,Yes,1
LN006221,CUST06403,Education,42,Female,Salaried,451835,742,Hyderabad,1077215,7.44,36,2024-06-10,2027-06-10 18:00:00,33478.03,26,0,0,323642.93,116856.76,Current,0,No,0.75,2.3841,High,Partner,Mass Market,Yes,3
LN006222,CUST05643,Auto,41,Male,Business Owner,426226,756,Chennai,1031178,8.99,48,2026-06-07,2030-06-07 00:00:00,25656.58,2,0,0,995182.97,15318.12,Current,0,Yes,0.6897,2.4193,High,Digital,Mass Market,Yes,0
LN006223,CUST01959,Personal,50,Male,Salaried,967593,780,Mumbai,628610,14.56,72,2025-06-10,2031-06-10 12:00:00,13141.08,14,0,7,544995.89,100361.03,Current,0,No,0.1372,0.6497,Low,Branch,Mass Affluent,Yes,2
LN006224,CUST02769,Home,31,Female,Salaried,415570,765,Delhi NCR,6968722,8.19,120,2025-07-01,2035-07-01 12:00:00,85239.18,13,0,0,6458099.36,597486.66,Current,0,Yes,0.75,16.7691,High,Digital,Mass Market,Yes,3
LN006225,CUST02225,Personal,24,Female,Self-Employed,564558,680,Bengaluru,669886,14.89,36,2023-04-08,2026-04-07 18:00:00,23185.72,36,0,0,0.0,164799.77,Current,0,No,0.509,1.1866,High,Branch,Mass Market,Yes,2
LN006226,CUST02620,Auto,53,Female,Salaried,707617,691,Jaipur,1454835,13.03,60,2024-10-24,2029-10-24 06:00:00,33124.02,21,0,0,1048594.84,289364.16,Current,0,Yes,0.5815,2.056,High,Branch,Mass Market,Yes,3
LN006227,CUST03798,Personal,32,Female,Salaried,543651,639,Jaipur,651484,11.89,72,2025-08-12,2031-08-12 12:00:00,12698.03,12,1,0,572322.22,73214.57,Current,0,No,0.2923,1.1983,High,Digital,Mass Market,Yes,1
LN006228,CUST04695,Business,29,Female,Business Owner,467725,742,Mumbai,1879246,16.35,84,2025-01-13,2032-01-13 18:00:00,37702.37,19,0,0,1618936.93,456035.97,Current,0,Yes,0.75,4.0178,High,Partner,Mass Market,Yes,1
LN006229,CUST02163,Education,52,Female,Salaried,1153450,763,Hyderabad,143988,9.36,60,2023-04-15,2028-04-14 06:00:00,3014.04,40,0,0,55614.92,32188.61,Current,0,No,0.05,0.1248,Low,Digital,Mass Affluent,Yes,2
LN006230,CUST05354,Home,31,Female,Salaried,484421,767,Delhi NCR,5741348,9.82,300,2025-08-02,2050-08-02 06:00:00,51431.45,12,0,0,5685301.42,561130.85,Current,0,Yes,0.75,11.852,High,Branch,Mass Market,No,0
LN006231,CUST00107,Auto,57,Male,Salaried,707826,726,Ahmedabad,1018233,10.03,48,2023-10-31,2027-10-31 00:00:00,25841.46,33,0,0,362877.29,197412.49,Current,0,Yes,0.5033,1.4385,High,Branch,Mass Market,Yes,0
LN006232,CUST05935,Business,44,Female,Self-Employed,506765,746,Hyderabad,4015616,17.45,24,2023-12-02,2025-12-01 12:00:00,199414.18,24,1,0,0.0,770324.24,Current,0,Yes,0.75,7.924,High,Digital,Mass Market,Yes,1
LN006233,CUST02668,Home,27,Female,Business Owner,493066,620,Mumbai,2092922,10.46,180,2025-11-01,2040-10-31 18:00:00,23085.36,9,0,0,2047818.79,162665.07,Current,0,Yes,0.5248,4.2447,High,Digital,Mass Market,Yes,1
LN006234,CUST00620,Personal,28,Female,Salaried,343340,687,Delhi NCR,423962,12.2,72,2026-03-29,2032-03-28 12:00:00,8333.38,4,0,0,407626.88,16998.39,Current,0,No,0.3027,1.2348,Medium,Branch,Mass Market,Yes,1
LN006235,CUST02688,Home,53,Male,Salaried,654902,682,Pune,2162126,8.1,120,2023-03-29,2033-03-28 12:00:00,26343.26,40,0,1,1624439.99,516044.2,Current,0,Yes,0.471,3.3014,Medium,Digital,Mass Market,Yes,2
LN006236,CUST04395,Business,45,Male,Salaried,349056,791,Mumbai,4841329,15.48,24,2025-01-02,2027-01-02 12:00:00,235851.51,19,0,0,1134952.0,774801.76,Current,0,Yes,0.75,13.8698,High,Digital,Mass Market,Yes,2
LN006237,CUST03290,Auto,21,Male,Salaried,746765,730,Mumbai,1148926,11.42,36,2023-11-14,2026-11-13 18:00:00,37842.18,33,0,7,111399.93,211266.02,Current,0,Yes,0.6337,1.5385,High,Direct Sales,Mass Market,Yes,2
LN006238,CUST05176,Auto,23,Male,Salaried,564374,728,Bengaluru,870222,13.46,60,2023-02-25,2028-02-25 06:00:00,20004.55,41,0,0,340611.79,290576.5,Current,0,Yes,0.3553,1.5419,Medium,Digital,Mass Market,Yes,3
LN006239,CUST01861,Business,60,Male,Salaried,410544,637,Mumbai,2712113,16.49,84,2024-05-05,2031-05-05 18:00:00,54632.08,27,0,0,2149311.21,912264.26,Current,0,Yes,0.75,6.6061,High,Branch,Mass Market,No,0
LN006240,CUST06515,Business,48,Female,Business Owner,376762,640,Bengaluru,2703571,16.68,36,2025-02-26,2028-02-26 18:00:00,95960.79,17,0,0,1592699.95,520462.31,Current,0,Yes,0.75,7.1758,High,Digital,Mass Market,Yes,1
LN006241,CUST01344,Business,53,Male,Professional,215380,699,Hyderabad,4352057,15.81,84,2025-12-03,2032-12-02 18:00:00,85975.1,8,0,15,4112170.63,447914.43,Current,0,Yes,0.75,20.2064,High,Partner,Mass Market,No,0
LN006242,CUST05580,Personal,21,Male,Business Owner,889401,753,Mumbai,200776,11.96,24,2024-06-08,2026-06-08 12:00:00,9447.05,24,0,0,0.0,25953.29,Current,0,No,0.1663,0.2257,Low,Digital,Mass Affluent,Yes,2
LN006243,CUST01009,Home,58,Male,Salaried,633446,662,Chennai,2947220,10.31,240,2024-03-28,2044-03-28 00:00:00,29044.4,28,1,30,2829750.59,695773.71,Delinquent,0,Yes,0.5527,4.6527,High,Partner,Mass Market,No,0
LN006244,CUST04470,Education,47,Male,Salaried,701005,791,Mumbai,1325756,9.56,120,2024-05-19,2034-05-19 12:00:00,17199.4,27,0,0,1126725.0,265352.87,Current,0,No,0.3066,1.8912,Low,Branch,Mass Market,Yes,0
LN006245,CUST03965,Education,58,Female,Business Owner,824860,668,Jaipur,552936,9.2,84,2024-04-04,2031-04-04 18:00:00,8951.59,28,0,0,406340.51,104049.13,Current,0,No,0.1379,0.6703,Medium,Digital,Mass Affluent,Yes,2
LN006246,CUST02608,Auto,55,Male,Salaried,1388458,740,Chennai,957859,9.47,60,2024-06-25,2029-06-25 06:00:00,20103.33,25,0,0,612699.01,157423.29,Current,0,Yes,0.1785,0.6899,Low,Direct Sales,Mass Affluent,Yes,1
LN006247,CUST06972,Personal,30,Male,Business Owner,410432,673,Mumbai,507870,11.63,48,2024-12-05,2028-12-05 00:00:00,13281.52,20,0,0,324337.54,82097.87,Current,0,No,0.369,1.2374,Medium,Partner,Mass Market,Yes,1
LN006248,CUST06564,Education,32,Female,Business Owner,482492,779,Hyderabad,1326966,7.01,84,2025-09-17,2032-09-16 18:00:00,20035.52,11,0,0,1187855.92,81280.62,Current,0,No,0.4937,2.7502,Medium,Branch,Mass Market,Yes,2
LN006249,CUST01430,Auto,30,Male,Salaried,837241,816,Ahmedabad,1436233,11.8,72,2025-08-09,2031-08-09 12:00:00,27929.13,12,0,0,1261291.65,160208.15,Current,0,Yes,0.3896,1.7154,Medium,Direct Sales,Mass Affluent,Yes,2
LN006250,CUST06774,Personal,54,Female,Salaried,925139,745,Delhi NCR,640185,13.74,72,2024-10-16,2030-10-16 12:00:00,13101.93,22,0,0,496686.82,144744.3,Current,0,No,0.2404,0.692,Low,Direct Sales,Mass Affluent,No,0
LN006251,CUST01584,Home,44,Male,Salaried,669369,676,Jaipur,5639055,8.71,300,2024-12-23,2049-12-23 06:00:00,46204.54,19,3,90,5531932.66,770763.84,Default,1,Yes,0.75,8.4244,High,Branch,Mass Market,Yes,1
LN006252,CUST04191,Personal,48,Male,Salaried,245357,662,Bengaluru,146384,16.27,36,2025-04-27,2028-04-26 18:00:00,5165.94,15,0,0,93859.17,24964.32,Current,0,No,0.2571,0.5966,Medium,Digital,Mass Market,Yes,1
LN006253,CUST05361,Personal,42,Male,Business Owner,223249,671,Bengaluru,73954,14.35,24,2025-01-17,2027-01-17 12:00:00,3563.05,19,0,0,17193.45,10937.32,Current,0,No,0.1904,0.3313,Medium,Partner,Mass Market,Yes,2
LN006254,CUST06725,Personal,36,Male,Professional,626027,685,Delhi NCR,697577,11.2,48,2024-03-20,2028-03-20 00:00:00,18096.74,29,0,0,313742.38,140970.7,Current,0,No,0.3657,1.1143,Medium,Digital,Mass Market,Yes,1
LN006255,CUST04180,Home,33,Male,Professional,1094145,679,Mumbai,2527299,8.64,180,2023-07-21,2038-07-20 18:00:00,25089.35,37,0,0,2235929.57,636936.7,Current,0,Yes,0.2785,2.3098,Medium,Branch,Mass Affluent,Yes,3
LN006256,CUST00482,Home,56,Male,Salaried,1295148,781,Delhi NCR,3230491,9.05,180,2024-06-11,2039-06-11 18:00:00,32856.94,26,0,0,2987331.74,611121.26,Current,0,Yes,0.3588,2.4943,Medium,Digital,Mass Affluent,Yes,2
LN006257,CUST04533,Auto,56,Female,Professional,286335,717,Jaipur,1402823,11.23,36,2025-10-11,2028-10-10 18:00:00,46077.42,10,0,7,1059066.63,117017.81,Current,0,Yes,0.75,4.8992,High,Branch,Mass Market,Yes,0
LN006258,CUST03854,Auto,43,Female,Business Owner,812714,741,Pune,1059480,9.88,36,2024-07-19,2027-07-19 18:00:00,34125.87,25,0,0,357486.81,151153.67,Current,0,Yes,0.5381,1.3036,High,Direct Sales,Mass Affluent,No,0
LN006259,CUST00611,Education,34,Male,Business Owner,804263,642,Jaipur,1466203,8.37,120,2023-12-30,2033-12-29 12:00:00,18078.54,31,0,0,1195601.91,289833.59,Current,0,No,0.2692,1.823,High,Partner,Mass Affluent,Yes,2
LN006260,CUST06582,Personal,52,Male,Professional,503706,692,Hyderabad,307314,11.6,36,2024-03-28,2027-03-28 18:00:00,10148.02,28,0,0,77764.64,54595.2,Current,0,No,0.1709,0.6101,Medium,Branch,Mass Market,Yes,2
LN006261,CUST05825,Personal,23,Female,Salaried,695430,745,Chennai,159218,16.24,48,2025-06-26,2029-06-26 00:00:00,4532.16,13,0,0,125679.12,25379.21,Current,0,No,0.0544,0.2289,Low,Branch,Mass Market,Yes,1
LN006262,CUST01954,Business,47,Male,Salaried,578445,686,Jaipur,2147979,12.88,48,2025-11-27,2029-11-27 00:00:00,57493.0,8,0,15,1861846.51,173811.53,Current,0,Yes,0.75,3.7134,High,Branch,Mass Market,Yes,0
LN006263,CUST04657,Personal,39,Male,Salaried,374992,728,Jaipur,209636,12.12,72,2025-09-23,2031-09-23 12:00:00,4111.41,10,0,0,188762.24,20240.32,Current,0,No,0.1557,0.559,Medium,Digital,Mass Market,Yes,2
LN006264,CUST06032,Business,42,Male,Salaried,481882,688,Chennai,4928388,15.76,48,2024-06-15,2028-06-15 00:00:00,139071.78,26,0,0,2642256.93,1329735.24,Current,0,Yes,0.75,10.2274,High,Partner,Mass Market,Yes,2
LN006265,CUST06444,Business,21,Female,Self-Employed,1711857,776,Hyderabad,3544199,11.3,24,2024-01-06,2026-01-05 12:00:00,165684.95,24,0,7,0.0,432239.73,Current,0,Yes,0.75,2.0704,High,Branch,Affluent,Yes,3
LN006266,CUST06072,Home,25,Male,Salaried,746827,711,Pune,1930572,9.43,240,2023-02-13,2043-02-13 00:00:00,17906.67,42,0,0,1795031.62,616539.55,Current,0,Yes,0.2891,2.585,Medium,Digital,Mass Market,Yes,1
LN006267,CUST00355,Business,53,Female,Salaried,363361,677,Pune,1569654,15.33,84,2024-05-26,2031-05-26 18:00:00,30579.72,26,0,0,1247383.81,472802.63,Current,0,Yes,0.75,4.3198,High,Direct Sales,Mass Market,No,0
LN006268,CUST02615,Personal,39,Male,Salaried,378837,728,Pune,787092,9.95,24,2024-04-11,2026-04-11 12:00:00,36302.72,24,1,0,0.0,84173.37,Current,0,No,0.75,2.0777,High,Branch,Mass Market,No,0
LN006269,CUST05256,Personal,56,Male,Professional,1372601,728,Chennai,64828,10.83,24,2025-06-01,2027-06-01 12:00:00,3016.37,14,0,0,28718.98,6120.12,Current,0,No,0.0827,0.0472,Medium,Partner,Mass Affluent,Yes,2
LN006270,CUST02578,Auto,26,Male,Salaried,513925,763,Jaipur,1013765,10.83,48,2024-03-19,2028-03-19 00:00:00,26118.88,29,0,0,454156.99,197839.45,Current,0,Yes,0.6654,1.9726,High,Partner,Mass Market,Yes,0
LN006271,CUST04157,Personal,35,Male,Salaried,543257,643,Bengaluru,114299,15.35,60,2023-04-23,2028-04-22 06:00:00,2740.08,39,1,0,50182.84,42747.12,Current,0,No,0.1439,0.2104,High,Branch,Mass Market,Yes,1
LN006272,CUST02739,Business,56,Male,Salaried,950879,659,Hyderabad,1940579,15.86,60,2025-12-24,2030-12-24 06:00:00,47045.59,7,0,0,1784710.03,173450.15,Current,0,Yes,0.5462,2.0408,High,Branch,Mass Affluent,Yes,2
LN006273,CUST06740,Personal,53,Female,Salaried,552070,723,Pune,682351,15.61,72,2025-12-23,2031-12-23 12:00:00,14656.87,7,0,0,640289.59,60536.71,Current,0,No,0.3044,1.236,Medium,Branch,Mass Market,Yes,2
LN006274,CUST05669,Home,44,Male,Self-Employed,503550,680,Jaipur,1587369,10.05,240,2025-03-01,2045-03-01 00:00:00,15374.26,17,0,0,1549608.82,223602.18,Current,0,Yes,0.3246,3.1524,Medium,Direct Sales,Mass Market,Yes,1
LN006275,CUST03365,Auto,47,Female,Salaried,723105,718,Ahmedabad,1273882,11.06,36,2025-06-05,2028-06-04 18:00:00,41739.96,14,0,0,827750.31,138227.82,Current,0,Yes,0.6595,1.7617,High,Partner,Mass Market,Yes,2
LN006276,CUST00723,Auto,31,Male,Salaried,462681,723,Ahmedabad,1105475,11.61,36,2024-07-11,2027-07-11 18:00:00,36512.76,25,0,0,379267.82,186611.76,Current,0,Yes,0.75,2.3893,High,Direct Sales,Mass Market,Yes,0
LN006277,CUST00439,Personal,43,Male,Business Owner,519150,660,Jaipur,359151,15.95,60,2025-06-18,2030-06-18 06:00:00,8723.48,14,0,1,298794.74,61772.4,Current,0,No,0.2007,0.6918,Medium,Digital,Mass Market,Yes,2
LN006278,CUST00555,Home,53,Male,Salaried,1396697,726,Bengaluru,3219934,9.72,120,2026-02-11,2036-02-11 12:00:00,42059.68,6,0,0,3122154.45,154578.56,Current,0,Yes,0.3997,2.3054,Medium,Partner,Mass Affluent,Yes,2
LN006279,CUST06527,Business,49,Male,Business Owner,437838,681,Mumbai,2667436,12.86,36,2023-08-11,2026-08-10 18:00:00,89700.56,36,4,120,0.0,561784.18,Default,1,Yes,0.75,6.0923,High,Digital,Mass Market,Yes,0
LN006280,CUST03113,Personal,51,Female,Business Owner,576766,623,Mumbai,733312,11.95,72,2024-12-17,2030-12-17 12:00:00,14318.29,20,1,0,578926.11,131979.99,Current,0,No,0.3443,1.2714,High,Digital,Mass Market,Yes,3
LN006281,CUST03106,Education,21,Female,Business Owner,1812772,709,Bengaluru,190458,9.02,48,2023-03-16,2027-03-16 00:00:00,4741.04,41,0,0,32211.92,36136.58,Current,0,No,0.05,0.1051,Medium,Direct Sales,Affluent,Yes,2
LN006282,CUST05263,Auto,54,Female,Salaried,180000,687,Bengaluru,1404630,10.98,36,2023-10-10,2026-10-09 18:00:00,45969.83,34,0,0,90693.46,249037.75,Current,0,Yes,0.75,7.8035,High,Partner,Mass Market,Yes,2
LN006283,CUST03198,Education,38,Male,Salaried,1617451,675,Bengaluru,1255561,8.99,48,2025-06-21,2029-06-21 00:00:00,31240.92,14,0,0,934584.68,116396.61,Current,0,No,0.258,0.7763,Medium,Direct Sales,Affluent,Yes,3
LN006284,CUST06910,Auto,38,Male,Salaried,836927,716,Bengaluru,1668639,9.44,48,2024-05-11,2028-05-11 00:00:00,41871.7,27,0,0,807614.6,269511.4,Current,0,Yes,0.5984,1.9938,High,Direct Sales,Mass Affluent,Yes,3
LN006285,CUST00068,Personal,26,Female,Salaried,813103,737,Hyderabad,485353,13.66,36,2025-02-21,2028-02-21 18:00:00,16509.22,17,0,0,280634.62,75938.39,Current,0,No,0.2122,0.5969,Medium,Digital,Mass Affluent,Yes,3
LN006286,CUST00635,Auto,60,Female,Salaried,807109,680,Delhi NCR,1241778,12.85,48,2024-07-20,2028-07-20 00:00:00,33218.99,25,0,0,674068.21,262764.96,Current,0,Yes,0.4429,1.5386,Medium,Branch,Mass Affluent,No,0
LN006287,CUST05389,Business,21,Male,Salaried,528566,757,Delhi NCR,4641048,13.94,48,2024-08-09,2028-08-09 00:00:00,126684.75,24,0,15,2640105.7,1039491.69,Current,0,Yes,0.75,8.7805,High,Partner,Mass Market,Yes,0
LN006288,CUST03074,Home,50,Male,Salaried,401267,658,Bengaluru,4159259,8.16,240,2024-10-12,2044-10-12 00:00:00,35198.37,22,0,0,3995543.05,610648.13,Current,0,Yes,0.75,10.3653,High,Direct Sales,Mass Market,Yes,2
LN006289,CUST06981,Business,24,Female,Salaried,641898,680,Pune,3914209,16.5,84,2023-06-23,2030-06-22 18:00:00,78872.94,37,6,180,2716922.58,1721012.25,Default,1,Yes,0.75,6.0979,High,Digital,Mass Market,Yes,1
LN006290,CUST06231,Home,52,Female,Professional,615746,792,Bengaluru,5262146,9.77,300,2026-06-10,2051-06-10 06:00:00,46956.45,2,0,0,5253860.52,85627.42,Current,0,Yes,0.75,8.546,High,Branch,Mass Market,Yes,1
LN006291,CUST04527,Personal,30,Male,Self-Employed,724692,667,Hyderabad,79166,14.4,24,2024-09-12,2026-09-12 12:00:00,3816.02,23,0,0,3770.77,12373.27,Current,0,No,0.05,0.1092,Medium,Partner,Mass Market,Yes,0
LN006292,CUST01467,Home,25,Male,Salaried,561820,709,Chennai,6456355,9.52,240,2026-04-21,2046-04-21 00:00:00,60283.65,4,0,0,6419759.06,204538.67,Current,0,Yes,0.75,11.4919,High,Direct Sales,Mass Market,Yes,2
LN006293,CUST01662,Business,29,Female,Business Owner,973147,668,Pune,1439156,16.26,36,2026-02-02,2029-02-01 18:00:00,50780.1,6,0,0,1244992.49,110517.07,Current,0,Yes,0.636,1.4789,High,Branch,Mass Affluent,No,0
LN006294,CUST02993,Personal,25,Male,Professional,962134,790,Chennai,604348,15.31,48,2026-04-22,2030-04-22 00:00:00,16915.14,4,0,15,566822.38,30134.96,Current,0,No,0.2288,0.6281,Low,Partner,Mass Affluent,Yes,1
LN006295,CUST03996,Business,31,Male,Salaried,324417,663,Delhi NCR,4498886,17.19,36,2026-05-15,2029-05-14 18:00:00,160813.48,3,0,15,4205575.18,189129.62,Current,0,Yes,0.75,13.8676,High,Branch,Mass Market,Yes,0
LN006296,CUST02095,Business,55,Male,Salaried,288108,803,Mumbai,1235259,14.88,60,2023-07-13,2028-07-12 06:00:00,29308.62,37,0,0,583377.81,432537.67,Current,0,Yes,0.75,4.2875,High,Branch,Mass Market,Yes,2
LN006297,CUST01927,Personal,47,Male,Salaried,447407,770,Mumbai,453908,12.26,48,2023-01-22,2027-01-22 00:00:00,12010.08,42,1,0,69553.31,120068.73,Current,0,No,0.3431,1.0145,Low,Partner,Mass Market,Yes,3
LN006298,CUST03507,Personal,24,Female,Business Owner,342947,733,Pune,284284,10.13,24,2026-01-02,2028-01-02 12:00:00,13135.23,7,0,0,207204.97,14867.6,Current,0,No,0.5096,0.8289,High,Digital,Mass Market,Yes,3
LN006299,CUST04478,Auto,30,Male,Salaried,1083807,757,Chennai,1436229,12.11,36,2025-05-17,2028-05-16 18:00:00,47780.28,15,0,7,900106.33,180581.48,Current,0,Yes,0.4992,1.3252,Medium,Digital,Mass Affluent,Yes,1
LN006300,CUST00457,Personal,59,Female,Business Owner,476572,818,Delhi NCR,304013,10.49,48,2024-06-27,2028-06-27 00:00:00,7782.07,25,0,0,161507.68,52046.3,Current,0,No,0.2392,0.6379,Low,Branch,Mass Market,Yes,1
